author,published_at,updated_at,like_count,text
@mula070,2022-11-06T22:03:11Z,2022-11-06T22:03:11Z,3,best album of all time! he did what kurt did but better..all the pain he endured was put into that album and absolu im not even going to finish ur all to close minded 🤷🏻‍♂️
@crm7428,2022-10-28T07:14:40Z,2022-10-28T07:14:40Z,16,"I can&#39;t explain it in words, but this is the best album of all time"
@ubifan2522,2022-10-09T11:44:00Z,2022-10-09T11:44:00Z,3,I didn’t dig this album when I first heard it but recently giving it another was a pretty good idea cause I’ve found something to really dig and appreciate it sometimes I just put on Confused or the titled song to push back and fight the darkness that hits me sometimes so now I pretty much adore to at least like every Cudi album
@kyhxx,2022-10-08T16:45:22Z,2022-10-08T16:45:22Z,0,. lmao nod - 10.8. if didn’t skim thru album prob would’ve blwn brains out too💀- it had interstng sects bt th beavisbthd was terribl^
@ohhKilla,2022-10-05T22:16:22Z,2022-10-05T22:16:22Z,1,Classic 😂😂
@kobe-wankenobi6843,2022-10-01T03:46:17Z,2022-10-01T03:46:17Z,3,He didnt even get to talk about The Return of Chip Douglas...
@roberttooley3573,2022-09-17T20:39:43Z,2022-09-17T20:39:43Z,0,When you Danny.
@mrlevinielsen,2022-09-10T10:56:29Z,2022-09-10T10:56:29Z,1,"Kid Cudi aside, I feel <a href=""https://www.youtube.com/watch?v=CJDcbwpsjU0&amp;t=591"">9:51</a> on another level"
@plum.world.entertainment,2022-09-09T02:26:00Z,2022-09-09T02:26:00Z,8,cudi the only mf who can drop some of the best and worst music ever
@turboshazed7370,2022-09-08T04:23:51Z,2022-09-08T04:23:51Z,0,Red Sabbath is the worst song. Uuuugh.
@Burst644,2022-08-09T01:00:20Z,2022-08-09T01:00:20Z,5,Judgemental cunt is the worst thing I&#39;ve ever heard
@xXgtagod369Xx,2022-08-01T01:41:04Z,2022-08-01T01:41:04Z,0,"Aweeeeeeeeee the hair cake reference :,,,)"
@Itzhamishh,2022-07-31T15:48:43Z,2022-07-31T15:48:43Z,2,"i think this is a solid 8 to a 9, i really enjoyed this album. i usually agree with anthony a lot but don’t agree with this"
@alexyoung5836,2022-07-25T01:10:25Z,2022-07-25T01:10:25Z,10,"This is one of Fantano’s best reviews. Relatively balanced and fair in the beginning - looking for a saving grace and really “trying” to give the record its due process. Some good Beavis and Butthead and Cudi impressions too. But then his tone changes and his contempt for the record comes out. “You can’t say the singing is good. You cannot. YOU CAN’T!”<br><br>It’s stuff like this where his performance convinces you that he has no choice but to give the album a zero, because otherwise he wouldn’t be doing his job. And he does it in a performative way that wouldn’t be nearly as effective if you were just reading the review on paper."
@fuckingblackgod,2022-07-20T11:56:34Z,2022-07-20T11:56:34Z,4,"The album is a feeling. It&#39;s not about polished, well produced shit. That&#39;s some emo girl pop. This is about when you&#39;re at absolute rock bottom, torn the fuck up, raw and rough af. Just coarse, black darkness. You will understand this album then. Life has to hit you first. I know this now."
@mr.selfdestruct5845,2022-07-17T04:47:00Z,2022-07-17T04:47:00Z,7,"this is by no mean cudi&#39;s best but it&#39;s not the worst thing in the world either <br><br>there are some good songs it&#39;s at the very least a 5/10, it does get tiring specially at the demo tracks"
@Itzhamishh,2022-07-06T12:47:40Z,2022-07-06T12:47:40Z,2,i like this album -hamish
@nickl6373,2022-06-19T02:02:26Z,2022-06-19T02:04:31Z,3,"Speeding bullet to hell through his head,<br>Im a huge cudi fan btw"
@satfat1232,2022-06-17T16:14:38Z,2022-06-17T16:14:38Z,4,This album is horrible but I don’t think you should’ve talked about his mental health in a negative sense. Especially when he was actually losing his mind during this album and it’s nothing to joke about.
@samburgess5,2022-06-14T04:29:49Z,2022-06-14T04:29:49Z,0,Love that Polaris record back there! Pete and Pete!
@calebmatthews5840,2022-06-09T09:14:43Z,2022-06-09T09:14:43Z,1,you have no taste bro sorry TONY also ur bald
@KingThrillgore,2022-06-06T21:20:38Z,2022-06-06T21:20:38Z,3,"Hey Beavis, you remember that time we were on that shitty Kid Cudi album?"
@Phantom-gi4ll,2022-06-02T23:42:48Z,2022-06-02T23:42:48Z,0,Hey pinot
@joshuasites1008,2022-05-30T00:20:30Z,2022-05-30T00:20:30Z,0,"Decent to strong 2, not a good album..."
@uglyaniimals,2022-05-23T04:45:02Z,2022-05-23T04:45:02Z,1,"fantano&#39;s released so many negative reviews since this one but this still might be my favorite, so fucking funny"
