author,published_at,updated_at,like_count,text
@moonagedaydream-ohyeah,2024-03-07T05:52:05Z,2024-03-07T05:52:05Z,4,If Michael Jackson and Marylin Manson had a crack baby .
@garysypherd873,2024-03-02T17:53:24Z,2024-03-02T17:53:24Z,0,Seamless sounds like something the muppets would sing.
@unclepitch,2024-02-26T23:37:30Z,2024-02-26T23:37:30Z,11,"It is February 2024. I came back to this video today after being aware of this phenomenon of a record (thx to melon) with historic news. I just walked in on my friends roommate who was just studying and WAS LISTENING TO ANGELIC 2 THE CORE UNIRONICALLY. He likes it, hes a fan, and he was vibing to it. I was to awestruck and frankly afraid to confront him and backed out. This HAPPENED seriously. Its actually affecting me but at least my friend is thinking about moving out of there now. Wtf man"
@dirkg7062,2024-02-26T23:24:03Z,2024-02-26T23:24:03Z,2,More like AWFUL TO THE CORE!!!
@majorsnail,2024-02-25T00:59:46Z,2024-02-25T00:59:46Z,23,i think this video contains every facial expression anthony fantano is capable of making. I&#39;ve seen every single one of his teeth now
@inksoldier5544,2024-02-24T22:02:47Z,2024-02-24T22:07:01Z,3,"Albums like this legit creep the hell out of me, and I spend my time listening to a whole damn lot of bad creepy music. Honestly this is disturbing. I&#39;m laughing nervously"
@adorno_gang37,2024-02-24T17:56:30Z,2024-02-24T17:56:30Z,5,"that moment at <a href=""https://www.youtube.com/watch?v=L3E0kq9YkjA&amp;t=2401"">40:01</a> is my favourite &quot;accidentally experimental&quot; moment. just pure intense dissonance, i can almost unironically enjoy that moment"
@lenmil8421,2024-02-16T19:58:46Z,2024-02-16T19:58:46Z,3,He needs steven Segall to lay down some killer blues licks...
@YamnayaSintash,2024-02-16T15:42:18Z,2024-02-16T15:42:18Z,1,kid: i want michael jackson!<br><br>mum: we have muchael jackson at home<br><br>*michael jackson at home.
@southernborn1358,2024-02-15T20:23:46Z,2024-02-15T20:37:34Z,2,"Corey Feldman actually said, on video, that he was <b>exactly</b> like Michael Jackson in every way.<br>This album is a hot-mess tragedy. How many music styles can he mix in one song?<br>Corey, I beg of you -pick a key, any key. Pick a note, ANY note that is not ridiculously high or flat. Or…find a note period. Omg."
@roger542s,2024-02-14T20:36:45Z,2024-02-14T20:36:45Z,1,This literally sounds like he tried to replicate plastic beach without any of the charisma and musical talent that gorillas has😭
@plushman3685,2024-02-14T01:03:32Z,2024-02-14T01:03:32Z,0,This is syphilis
@9mmkahr,2024-02-11T14:46:11Z,2024-02-11T14:46:11Z,2,This album sounds like my wifes tiktok shit when im trying to fall asleep.
@kca49,2024-02-09T22:05:55Z,2024-02-09T22:05:55Z,0,No one can recreate Michael Jackson.
@Kut0x,2024-02-08T12:06:12Z,2024-02-08T12:06:12Z,0,Oh how I&#39;ve missed this video. Now it&#39;s going to be my obsession again for the next few weeks
@adamdunbar8260,2024-02-05T21:22:38Z,2024-02-05T21:22:38Z,1,I played &quot;Duh&quot; in my care and had 200 dogs chase me down the street.
@dalestrommusic,2024-02-03T00:47:30Z,2024-02-03T00:47:30Z,0,[NOT GOOD]
@RAVIN_SEOIN,2024-02-02T14:05:36Z,2024-02-02T14:05:36Z,0,Horrible doesn&#39;t even cover this and the fact is if he was serious he could afford vocal training and retain a vocal coach he could have a real producer actually engineer his tracks and after 30 years of him trying he still doesn&#39;t do any of it sad really
@michelleetienne7115,2024-02-02T05:02:09Z,2024-02-02T05:02:09Z,0,"I mean seriously????  It is a &quot;bit&quot; my man. It&#39;s a parody.......kinda like spinal tap remember?  He is literally on tour with various artists. He is very aware of the fact that he is neither a musician or singer. He can&#39;t get jobs doing his craft in Hollywood so he got creative and reinvented himself and got a publicist and started touring around. He doesn&#39;t get a lot of gigs on his own bill but has been touring and opening up with larger headliners and hence playing to a larger crowd. But I guess if you&#39;re not in the know.....I can see how crazy this would seem!  Lol. Sorry ya did a whole post without being hip to what he&#39;s actually doing. He&quot;s gotta make a living, ya know. I think you should do another post, if not, to redeem yourself, maybe a little promotion to encourage people to go to his show. Cuz he isn&#39;t going to do it. It is the &quot;schtick&quot;  Ooooh, unless that is....he paid you to do a bad review on him and cut him down to further add to the authenticity!  If that&#39;s the case.....hilarious!"
