author,published_at,updated_at,like_count,text
@SgtSmugleaf,2021-07-29T23:59:05Z,2021-07-29T23:59:05Z,1,Fellow Traveler&#39;s Nurture is better
@zvch330,2021-07-29T09:09:56Z,2021-07-29T09:10:14Z,1,If u listen to the lyrics he talks a lot about how he didn’t know what he could make that would match the expectations of worlds which was huge that’s why he took so long bc in his eyes he wasn’t satisfied with his work
@BoricuaTaco,2021-07-22T16:03:57Z,2021-08-09T16:48:12Z,5,“A societally neglected generation of terminally online kids using anime and music to soften the blow of their pandemic-ravaged reality” ……………. I’m in this picture and I don’t like it
@MattRanks,2021-07-21T21:57:41Z,2021-07-21T21:57:41Z,16,"Nurture is easily better than Worlds imo, although I love both <br><br>Nurture is my album of the year and easily one of my favourite albums of all time"
@yawa.8915,2021-07-16T14:53:59Z,2021-07-16T14:53:59Z,0,I liked nurture but &quot;this is the Discovery of this generation&quot; is not a take i can agree with  at all lmao
@karstdeviz3858,2021-07-15T21:58:34Z,2021-07-15T21:58:34Z,1,it also gave me daft punk vibes for some reason
@mantraismTV,2021-07-09T04:45:14Z,2021-07-09T04:45:14Z,2,Nurture robinson
@ajv6973,2021-07-09T03:28:50Z,2021-07-09T03:28:50Z,2,"Went back to this album recently, and loved it so much more"
@LimitEDition119,2021-07-08T01:02:29Z,2021-07-08T01:02:29Z,44,"I&#39;d argue that Nurture is a continuation of Worlds, where Worlds felt like throwing yourself and losing yourself in a digital works, Nurture feels like a being violently pulled from a digital world that you&#39;ve spent so long in that you forgot what is real and what isn&#39;t. The acoustic sounds from Nurture are almost grounding you to reality while the glitching almost feels like an afterimage or a ghost from this unreal world we were trapped in during the early 2010s of electronic music (Worlds)."
@myessyallyahamericus8405,2021-07-07T04:56:49Z,2021-07-07T04:56:49Z,0,Im only here to leave.
@TylerG13,2021-07-07T04:16:35Z,2021-07-07T04:16:35Z,5,Wind Tempos is….ugh. It’s so good. Sweet Time??? This is a great album.
@goatkill9r,2021-07-07T02:58:13Z,2021-07-07T02:58:13Z,6,aoty baby
@aggressivejeff4695,2021-07-06T00:04:18Z,2021-07-06T00:04:18Z,2,I took a shot every time you said aesthetics and o fuck we boolin
@nyeonii,2021-07-03T21:30:21Z,2021-07-03T21:30:21Z,3,“This song feels like what living in animal crossing must feel like.” 😂😂
@losemehateme8201,2021-06-30T17:45:09Z,2021-06-30T17:45:09Z,0,I&#39;d love to hear your thoughts on Mindless Self Indulgence&#39;s Jimmy Urine&#39;s 2018 album Euringer!
@nnnnnn496,2021-06-23T07:49:57Z,2021-06-23T07:49:57Z,1,Melon you are also part of those sad anime boys tbh. Don&#39;t lie you still cry to Shelter.
@psychopathicporo,2021-06-23T05:27:53Z,2021-06-23T05:27:53Z,3,"I will forgive you on your opinion on &quot;Mirror&quot;, but you&#39;re on thin fuckin ice"
@Markymarkvinylnut,2021-06-21T06:36:17Z,2021-06-21T06:36:17Z,1,"Anthony, great album! Totally agree..hey, how about you review a tone poet like Lee Morgan&#39;s The Rahja?"
@kak775,2021-06-19T00:02:39Z,2021-06-19T00:02:55Z,6,This album is BIG &quot;end of the pandemic&quot; vibes
@blankexpression3,2021-06-12T19:54:30Z,2021-06-12T19:54:30Z,4,We know u wanted to give it a 9.
@TheInfamousBertman,2021-06-12T14:24:58Z,2021-06-12T14:24:58Z,206,"Album of the year IMO. Life-affirming, beautiful, inspiring, and encouraging. The world needs more of whatever Nurture is."
@LuisGonzalez-yc6jl,2021-06-10T17:47:04Z,2021-06-10T17:47:04Z,1,"Damn! <a href=""https://www.youtube.com/watch?v=NKtqB-SFIaw&amp;t=207"">3:27</a>"
@Spiderboyish,2021-06-10T17:40:36Z,2021-06-10T17:40:36Z,0,Nurture was well worth the 8 year wait
@valeriroslyakov8841,2021-06-10T11:14:12Z,2021-06-10T11:14:12Z,0,Can&#39;t believe he didn&#39;t like Sweet Time. I&#39;m on the verge of tears every time I hear this song
