author,published_at,updated_at,like_count,text
@samanthablackburn2046,2021-11-11T14:05:04Z,2021-11-11T14:05:04Z,0,so what are YOU doing to be able to have these opinions about mac miller’s albums?
@arvind7522,2021-11-09T23:11:49Z,2021-11-09T23:14:32Z,0,"IMO I CAN SEE is a phenomenal track because it vividly depicts Mac&#39;s struggle to find balance in his life when it was being pulled down by addiction. I love the oscillating synths that act as a bridge between sections, and I think the rest of the production is very dreamy and cloudlike. It kind of makes me feel like I&#39;m floating through the sky with Mac and he&#39;s sharing his sagely wisdom with me."
@Arthurb06,2021-11-09T21:26:56Z,2021-11-09T21:26:56Z,0,"how the fuck do you have this opinion for Circles, whilst also possessing your opinion of Swimming. fake af"
@takoryu415,2021-11-08T07:53:07Z,2021-11-08T07:53:07Z,0,didn’t faces come out after this video was made
@michaelsanders6518,2021-11-07T04:45:24Z,2021-11-07T04:45:24Z,0,this dude is a joke as a reviewer. Laughable.
@ernesto.carloz,2021-10-27T19:39:01Z,2021-10-27T19:39:01Z,1,"Melon, if you really like this album. Then you have to give Swimming at least a 7."
@ortizeariel,2021-10-24T06:27:55Z,2021-10-24T06:27:55Z,1,this album would have not received an 8 had he not died. fuck offffff
@moman485,2021-10-24T00:30:35Z,2021-10-24T00:30:35Z,0,I have to really strongly disagree with his take about that’s on me. It’s lyrically very simple but I think it fits with slow simple waltz. Something about the don’t really resonated with me and I come close to crying every time I listen to it.
@RegularFlyGuy,2021-10-22T11:39:15Z,2021-10-22T11:39:15Z,0,"I dont like any other albums from Mac Miller. But Circles man, Circles hits different. Its amazing"
@razr_vortex8272,2021-10-22T02:56:30Z,2021-10-22T02:56:30Z,0,Waiting for faces review
@brantleylansing7696,2021-10-19T02:00:11Z,2021-10-19T02:00:11Z,1,Gotta do a faces review you damn watermelon
@taurusrk2006,2021-10-18T13:50:48Z,2021-10-18T13:50:48Z,0,I&#39;m going through all your video to just disslike
@kirkhope0205,2021-09-30T22:21:15Z,2021-09-30T22:21:15Z,0,4. Good News<br>5. I can see<br>6. Everybody<br><br><del>cries in Mac Miller</del>
@jacobm3728,2021-09-29T00:57:38Z,2021-09-29T00:57:38Z,0,Tears
@salsinclair8735,2021-09-25T03:58:27Z,2021-09-25T03:58:27Z,0,You have to do a faces review when in comes out in October
@straight-uppodcast3834,2021-09-21T11:45:25Z,2021-09-21T11:45:25Z,247,"The hardest or perhaps best part of Mac Miller’s discography is that we literally watch him grow up as he goes from this innocent kid that just loves his mom and wants to get rich and famous, eventually get rich and famous but isn’t really happy because drugs have taken over his life and he’s trying to do better for himself but things keep pulling him back in. Eventually his life comes full circle with him losing his fight, and it’s so sad because I know how hard he tried to put himself on the right track. When you listen to Mac Miller, you can tell he’s changed not only musically but as a person from K.I.D.S to Circles, and if you listen to his whole discography it’s apparent why."
@youngbakayeldarb,2021-09-18T17:54:28Z,2021-09-18T17:54:28Z,0,Dude didn’t even know the album is a whole music circle
@bigboi9049,2021-09-16T06:06:43Z,2021-09-16T06:06:43Z,0,Circles and swimming are my two favorite albums. I am really sad that I cant find more music like this. Does anyone have any recommendations?
@Strfkrxo,2021-09-15T17:37:36Z,2021-09-15T17:37:36Z,0,Still don’t understand but believe he only gave this an 8/10 bc he passed away. The full project is literally called “swimming in circles” how is swimming a 3/10 but this an 8? What does fantano give them together as one whole piece
@WoundedViking,2021-09-15T06:28:36Z,2021-09-15T06:28:36Z,3,"this is the best album of the past decade to me. this is Mac&#39;s version of Johny Cash &quot;when the man comes around&quot; ... this is bigger than music or art, it&#39;s pure emotion and spirituality. if you don&#39;t feel this in every fiber of your bone, we don&#39;t speak the same language."
@lvgvnhvll,2021-09-10T04:26:50Z,2021-09-10T04:26:50Z,0,Dam I can see is one of my favs
@pinkfedoras,2021-09-10T03:55:44Z,2021-09-10T03:55:44Z,0,jon brion thank you so much for sending off mac miller in the best way possible
@mattballantyne619,2021-09-09T17:01:16Z,2021-09-09T17:01:41Z,0,Doesn’t understand the album swimming and circles. Maybe out of his music listening levels
@TylerG13,2021-09-08T20:31:43Z,2021-09-08T20:31:43Z,0,"This was album of the year of 2020 for me. And it really doesn’t have any competition. Not that great music didn’t come out, great music definitely came out in 2020. But this was on a different level, and of course I am incredibly biased towards him."
@nickdegange5869,2021-09-08T04:01:27Z,2021-09-08T04:01:27Z,0,Great George Clanton record. Very cool to see that in your rotation.
@brunoferraro3248,2021-09-05T02:49:43Z,2021-09-05T02:49:43Z,1,Este tipo es el mayor hater de mac
@tfaiir7640,2021-08-28T07:55:36Z,2021-08-28T07:55:36Z,1,sooooooo lemme get this straight your praising macs singing on this project when you bashed his singing on swimming...
@archive6094,2021-08-20T11:11:22Z,2021-08-20T11:11:22Z,0,I never listened to Mac before this album and I&#39;m so glad I got around to him.
